       1   1.082208E+01   1.197451E-01   1.208127E-01   1.000000E+14
       2   1.177468E+01   2.314631E-01   2.351670E-01   1.500000E+14
       3   1.240624E+01   3.613771E-01   3.700412E-01   2.000000E+14
       4   1.284278E+01   5.012039E-01   5.174949E-01   2.500000E+14
       5   1.313981E+01   6.445979E-01   6.712454E-01   3.000000E+14
       6   1.333633E+01   7.868256E-01   8.263958E-01   3.500000E+14
       7   1.345935E+01   9.244900E-01   9.792259E-01   4.000000E+14
       8   1.352385E+01   1.055272E+00   1.126996E+00   4.500000E+14
       9   1.354335E+01   1.177705E+00   1.267779E+00   5.000000E+14
      10   1.352835E+01   1.290979E+00   1.400297E+00   5.500000E+14
      11   1.348635E+01   1.394764E+00   1.523787E+00   6.000000E+14
      12   1.342484E+01   1.489086E+00   1.637881E+00   6.500000E+14
      13   1.334383E+01   1.574207E+00   1.742503E+00   7.000000E+14
      14   1.325383E+01   1.650560E+00   1.837807E+00   7.500000E+14
      15   1.315182E+01   1.718665E+00   1.924087E+00   8.000000E+14
      16   1.304380E+01   1.779103E+00   2.001753E+00   8.500000E+14
      17   1.293129E+01   1.832473E+00   2.071277E+00   9.000000E+14
      18   1.281428E+01   1.879367E+00   2.133168E+00   9.500000E+14
      19   1.269727E+01   1.920367E+00   2.187955E+00   1.000000E+15
      20   1.257726E+01   1.956017E+00   2.236160E+00   1.050000E+15
      21   1.245725E+01   1.986832E+00   2.278300E+00   1.100000E+15
      22   1.233873E+01   2.013293E+00   2.314872E+00   1.150000E+15
      23   1.222172E+01   2.035835E+00   2.346347E+00   1.200000E+15
      24   1.210471E+01   2.054862E+00   2.373168E+00   1.250000E+15
      25   1.198920E+01   2.070737E+00   2.395752E+00   1.300000E+15
      26   1.187669E+01   2.083796E+00   2.414488E+00   1.350000E+15
      27   1.176568E+01   2.094335E+00   2.429733E+00   1.400000E+15
      28   1.165917E+01   2.102628E+00   2.441821E+00   1.450000E+15
      29   1.155266E+01   2.108914E+00   2.451050E+00   1.500000E+15
      30   1.144915E+01   2.113415E+00   2.457703E+00   1.550000E+15
      31   1.134863E+01   2.116326E+00   2.462035E+00   1.600000E+15
      32   1.124963E+01   2.117823E+00   2.464276E+00   1.650000E+15
      33   1.115512E+01   2.118067E+00   2.464645E+00   1.700000E+15
      34   1.106211E+01   2.117197E+00   2.463330E+00   1.750000E+15
      35   1.097210E+01   2.115341E+00   2.460509E+00   1.800000E+15
      36   1.088209E+01   2.112609E+00   2.456338E+00   1.850000E+15
      37   1.079658E+01   2.109111E+00   2.450971E+00   1.900000E+15
      38   1.071407E+01   2.104934E+00   2.444538E+00   1.950000E+15
      39   1.063306E+01   2.100159E+00   2.437155E+00   2.000000E+15
      40   1.055506E+01   2.094861E+00   2.428934E+00   2.050000E+15
      41   1.047855E+01   2.089105E+00   2.419972E+00   2.100000E+15
      42   1.040504E+01   2.082951E+00   2.410361E+00   2.150000E+15
      43   1.033303E+01   2.076451E+00   2.400179E+00   2.200000E+15
      44   1.026253E+01   2.069653E+00   2.389502E+00   2.250000E+15
      45   1.019502E+01   2.062599E+00   2.378396E+00   2.300000E+15
      46   1.012901E+01   2.055329E+00   2.366922E+00   2.350000E+15
      47   1.006301E+01   2.047872E+00   2.355130E+00   2.400000E+15
      48   1.000150E+01   2.040267E+00   2.343078E+00   2.450000E+15
      49   9.941494E+00   2.032536E+00   2.330806E+00   2.500000E+15
      50   9.881488E+00   2.024703E+00   2.318350E+00   2.550000E+15
